PROYECTO,PEDIDO,CLAN,FAMILIA,PROVEEDOR,FECHA DE APROBACION,LUGAR DE ENTREGA,CONCEPTO,SITUACIONES ESPECIALES ,IMPORTE
00606 EMPORIO TORRE RANCHO,60,MATERIALES,HE,JUAN ALEJANDRO CHAVEZ,06/11/2025,TLATILCO 112,HERRAJES,-,3132
